CustomerRiskRank,ChurnProbability,ChurnProbabilityPercent,RiskCategory,RetentionPriority
5638,0.027418904897269555,2.74,Low,Low Priority
5639,0.02740976326856263,2.74,Low,Low Priority
5640,0.027391994506712845,2.74,Low,Low Priority
5641,0.027391298907949616,2.74,Low,Low Priority
5642,0.02739112755253157,2.74,Low,Low Priority
5643,0.02736618690780992,2.74,Low,Low Priority
5644,0.027356003360535643,2.74,Low,Low Priority
5645,0.027336842213564895,2.73,Low,Low Priority
5646,0.027251347807631363,2.73,Low,Low Priority
5647,0.027247648101358383,2.72,Low,Low Priority
5648,0.027240201069711888,2.72,Low,Low Priority
5649,0.02723865358710216,2.72,Low,Low Priority
5650,0.027237514884964238,2.72,Low,Low Priority
5651,0.027204774482518203,2.72,Low,Low Priority
5652,0.027161725726097773,2.72,Low,Low Priority
5653,0.02715829076599882,2.72,Low,Low Priority
5654,0.027080461414920386,2.71,Low,Low Priority
5655,0.027077523103719615,2.71,Low,Low Priority
5656,0.02707510986018728,2.71,Low,Low Priority
5657,0.02705724666802717,2.71,Low,Low Priority
5658,0.027028345029533572,2.7,Low,Low Priority
5659,0.027017176194870318,2.7,Low,Low Priority
5660,0.026991365463701133,2.7,Low,Low Priority
5661,0.026969879755441253,2.7,Low,Low Priority
5662,0.0269587908611058,2.7,Low,Low Priority
5663,0.026949944389476836,2.69,Low,Low Priority
5664,0.026905989147933813,2.69,Low,Low Priority
5665,0.026865400778092796,2.69,Low,Low Priority
5666,0.02686269253168149,2.69,Low,Low Priority
5667,0.026857512192620687,2.69,Low,Low Priority
5668,0.026853355107416783,2.69,Low,Low Priority
5669,0.02684386075962127,2.68,Low,Low Priority
5670,0.026797599819955883,2.68,Low,Low Priority
5671,0.026791656761585958,2.68,Low,Low Priority
5672,0.026763359119099096,2.68,Low,Low Priority
5673,0.026734488040959216,2.67,Low,Low Priority
5674,0.026731434685987706,2.67,Low,Low Priority
5675,0.026658883191869678,2.67,Low,Low Priority
5676,0.026638220508826114,2.66,Low,Low Priority
5677,0.02659859799197255,2.66,Low,Low Priority
5678,0.026539062564182224,2.65,Low,Low Priority
5679,0.026521211080800498,2.65,Low,Low Priority
5680,0.02648632930210722,2.65,Low,Low Priority
5681,0.026480351815736842,2.65,Low,Low Priority
5682,0.026443085152055505,2.64,Low,Low Priority
5683,0.026374965247866016,2.64,Low,Low Priority
5684,0.026305501265846635,2.63,Low,Low Priority
5685,0.026297883180413907,2.63,Low,Low Priority
5686,0.026286207452524565,2.63,Low,Low Priority
5687,0.02621244498038181,2.62,Low,Low Priority
5688,0.026190541542070185,2.62,Low,Low Priority
5689,0.02616080952300036,2.62,Low,Low Priority
5690,0.026119043337048408,2.61,Low,Low Priority
5691,0.026037094019153804,2.6,Low,Low Priority
5692,0.025999941360738854,2.6,Low,Low Priority
5693,0.02597852299473557,2.6,Low,Low Priority
5694,0.025973565110902458,2.6,Low,Low Priority
5695,0.02593410001461627,2.59,Low,Low Priority
5696,0.025916888190401267,2.59,Low,Low Priority
5697,0.025861041381209947,2.59,Low,Low Priority
5698,0.025798626429391954,2.58,Low,Low Priority
5699,0.025679082878929657,2.57,Low,Low Priority
5700,0.02566415895729694,2.57,Low,Low Priority
5701,0.025637970044858422,2.56,Low,Low Priority
5702,0.02560084596550543,2.56,Low,Low Priority
5703,0.02552219307748439,2.55,Low,Low Priority
5704,0.025458691905722492,2.55,Low,Low Priority
5705,0.02542848959060917,2.54,Low,Low Priority
5706,0.02541207310577969,2.54,Low,Low Priority
5707,0.025350216509021434,2.54,Low,Low Priority
5708,0.02533304947933429,2.53,Low,Low Priority
5709,0.025313146907704746,2.53,Low,Low Priority
5710,0.025306898628907296,2.53,Low,Low Priority
5711,0.025252578764709547,2.53,Low,Low Priority
5712,0.02523635201334914,2.52,Low,Low Priority
5713,0.025227801876639595,2.52,Low,Low Priority
5714,0.025227421717596957,2.52,Low,Low Priority
5715,0.02517420983355801,2.52,Low,Low Priority
5716,0.02517345215186889,2.52,Low,Low Priority
5717,0.02514621950490997,2.51,Low,Low Priority
5718,0.02513270159616343,2.51,Low,Low Priority
5719,0.025075051514812333,2.51,Low,Low Priority
5720,0.02507093904757911,2.51,Low,Low Priority
5721,0.02499467594804011,2.5,Low,Low Priority
5722,0.02498458308157913,2.5,Low,Low Priority
5723,0.024923371910628347,2.49,Low,Low Priority
5724,0.024895444819172382,2.49,Low,Low Priority
5725,0.02488129668529559,2.49,Low,Low Priority
5726,0.02487858018367323,2.49,Low,Low Priority
5727,0.0248080715132968,2.48,Low,Low Priority
5728,0.02478215884907147,2.48,Low,Low Priority
5729,0.024758837747271875,2.48,Low,Low Priority
5730,0.02468447858474012,2.47,Low,Low Priority
5731,0.024647755928054134,2.46,Low,Low Priority
5732,0.02464367874502534,2.46,Low,Low Priority
5733,0.024631383415295798,2.46,Low,Low Priority
5734,0.02462681639277856,2.46,Low,Low Priority
5735,0.024511923701957244,2.45,Low,Low Priority
5736,0.0244367264849677,2.44,Low,Low Priority
5737,0.02443408215284222,2.44,Low,Low Priority
5738,0.024403175056892715,2.44,Low,Low Priority
5739,0.02439331191243186,2.44,Low,Low Priority
5740,0.024350296519793046,2.44,Low,Low Priority
5741,0.024323140388292964,2.43,Low,Low Priority
5742,0.02427134807907861,2.43,Low,Low Priority
5743,0.024250137773876107,2.43,Low,Low Priority
5744,0.024236266565364036,2.42,Low,Low Priority
5745,0.024231679715724652,2.42,Low,Low Priority
5746,0.024219302237607473,2.42,Low,Low Priority
5747,0.02420574478874727,2.42,Low,Low Priority
5748,0.02419706358680155,2.42,Low,Low Priority
5749,0.02418172247802657,2.42,Low,Low Priority
5750,0.024103857239780927,2.41,Low,Low Priority
5751,0.02408518201028871,2.41,Low,Low Priority
5752,0.02401877314150752,2.4,Low,Low Priority
5753,0.024014341143942637,2.4,Low,Low Priority
5754,0.02396890631596901,2.4,Low,Low Priority
5755,0.023900862619814757,2.39,Low,Low Priority
5756,0.023899745446654217,2.39,Low,Low Priority
5757,0.023887636589659325,2.39,Low,Low Priority
5758,0.023883431130295858,2.39,Low,Low Priority
5759,0.023834261261729665,2.38,Low,Low Priority
5760,0.02382183989960013,2.38,Low,Low Priority
5761,0.023805653167115175,2.38,Low,Low Priority
5762,0.02372669675489167,2.37,Low,Low Priority
5763,0.023696841512377116,2.37,Low,Low Priority
5764,0.023659808994768116,2.37,Low,Low Priority
5765,0.02365389869208702,2.37,Low,Low Priority
5766,0.023616417277918814,2.36,Low,Low Priority
5767,0.023612076507086764,2.36,Low,Low Priority
5768,0.02358264632676844,2.36,Low,Low Priority
5769,0.023579965458386015,2.36,Low,Low Priority
5770,0.023561692765578877,2.36,Low,Low Priority
5771,0.023547983406128285,2.35,Low,Low Priority
5772,0.023543463036488063,2.35,Low,Low Priority
5773,0.023470592315781708,2.35,Low,Low Priority
5774,0.02345456987981313,2.35,Low,Low Priority
5775,0.023436357650849254,2.34,Low,Low Priority
5776,0.023429176722710637,2.34,Low,Low Priority
5777,0.023422470960919643,2.34,Low,Low Priority
5778,0.023393103699030908,2.34,Low,Low Priority
5779,0.02332044412162875,2.33,Low,Low Priority
5780,0.023312637567909134,2.33,Low,Low Priority
5781,0.02329322690598028,2.33,Low,Low Priority
5782,0.023259027671270416,2.33,Low,Low Priority
5783,0.023212367025398032,2.32,Low,Low Priority
5784,0.023209646845605426,2.32,Low,Low Priority
5785,0.02310535268107069,2.31,Low,Low Priority
5786,0.023007090288574405,2.3,Low,Low Priority
5787,0.02297843712790467,2.3,Low,Low Priority
5788,0.02296941759336543,2.3,Low,Low Priority
5789,0.022930038360639404,2.29,Low,Low Priority
5790,0.022917011877268426,2.29,Low,Low Priority
5791,0.02290078632389106,2.29,Low,Low Priority
5792,0.022883635764039467,2.29,Low,Low Priority
5793,0.02288039821167071,2.29,Low,Low Priority
5794,0.022815206806387704,2.28,Low,Low Priority
5795,0.022797231107891166,2.28,Low,Low Priority
5796,0.022788328502663987,2.28,Low,Low Priority
5797,0.022788260377412155,2.28,Low,Low Priority
5798,0.02278317637363683,2.28,Low,Low Priority
5799,0.022782084220612658,2.28,Low,Low Priority
5800,0.022780934134746526,2.28,Low,Low Priority
5801,0.022715534713634657,2.27,Low,Low Priority
5802,0.02271006521088265,2.27,Low,Low Priority
5803,0.02265416991010015,2.27,Low,Low Priority
5804,0.02261205697528374,2.26,Low,Low Priority
5805,0.022580715602738822,2.26,Low,Low Priority
5806,0.022553511171421597,2.26,Low,Low Priority
5807,0.022515139220516785,2.25,Low,Low Priority
5808,0.022479012286409784,2.25,Low,Low Priority
5809,0.022404384221264614,2.24,Low,Low Priority
5810,0.022357335059954252,2.24,Low,Low Priority
5811,0.02234201992583624,2.23,Low,Low Priority
5812,0.02234129933915098,2.23,Low,Low Priority
5813,0.022316223640234847,2.23,Low,Low Priority
5814,0.022297008414939905,2.23,Low,Low Priority
5815,0.022291294644968717,2.23,Low,Low Priority
5816,0.022214033826529055,2.22,Low,Low Priority
5817,0.02218194789586126,2.22,Low,Low Priority
5818,0.022137067521102876,2.21,Low,Low Priority
5819,0.022113217149483402,2.21,Low,Low Priority
5820,0.022046016115774447,2.2,Low,Low Priority
5821,0.022045225107393627,2.2,Low,Low Priority
5822,0.022022863802902803,2.2,Low,Low Priority
5823,0.022015376036990414,2.2,Low,Low Priority
5824,0.021910389803916703,2.19,Low,Low Priority
5825,0.02185540119182781,2.19,Low,Low Priority
5826,0.02185412786779346,2.19,Low,Low Priority
5827,0.02185188202460508,2.19,Low,Low Priority
5828,0.021812114002426025,2.18,Low,Low Priority
5829,0.021777170677119255,2.18,Low,Low Priority
5830,0.02176007623158741,2.18,Low,Low Priority
5831,0.021755624620274014,2.18,Low,Low Priority
5832,0.021724041343962032,2.17,Low,Low Priority
5833,0.02171919584469663,2.17,Low,Low Priority
5834,0.021677496485786835,2.17,Low,Low Priority
5835,0.021669381779841415,2.17,Low,Low Priority
5836,0.021595838961657968,2.16,Low,Low Priority
5837,0.021556598005403924,2.16,Low,Low Priority
5838,0.02153782060273232,2.15,Low,Low Priority
5839,0.02153092244157792,2.15,Low,Low Priority
5840,0.021529739871740314,2.15,Low,Low Priority
5841,0.021524758215972408,2.15,Low,Low Priority
5842,0.02149175151427588,2.15,Low,Low Priority
5843,0.021454192113301015,2.15,Low,Low Priority
5844,0.021408260346283955,2.14,Low,Low Priority
5845,0.021404232041866325,2.14,Low,Low Priority
5846,0.021361105266208144,2.14,Low,Low Priority
5847,0.021347133361764036,2.13,Low,Low Priority
5848,0.021311606860855294,2.13,Low,Low Priority
5849,0.021303031331491324,2.13,Low,Low Priority
5850,0.021288919817764724,2.13,Low,Low Priority
5851,0.021166844498215827,2.12,Low,Low Priority
5852,0.02115627414213576,2.12,Low,Low Priority
5853,0.021146719606611925,2.11,Low,Low Priority
5854,0.02110696458453215,2.11,Low,Low Priority
5855,0.021102309493591254,2.11,Low,Low Priority
5856,0.02107405452254087,2.11,Low,Low Priority
5857,0.021072926620260335,2.11,Low,Low Priority
5858,0.021059313974309445,2.11,Low,Low Priority
5859,0.021047711327626555,2.1,Low,Low Priority
5860,0.02103241281980212,2.1,Low,Low Priority
5861,0.021006368793501217,2.1,Low,Low Priority
5862,0.020981955541632864,2.1,Low,Low Priority
5863,0.020898996697390596,2.09,Low,Low Priority
5864,0.020886955133213023,2.09,Low,Low Priority
5865,0.020806125360596114,2.08,Low,Low Priority
5866,0.020791053565492126,2.08,Low,Low Priority
5867,0.020750573853279965,2.08,Low,Low Priority
5868,0.020726810068866057,2.07,Low,Low Priority
5869,0.020694302326503676,2.07,Low,Low Priority
5870,0.020681749326609922,2.07,Low,Low Priority
5871,0.02068086862201477,2.07,Low,Low Priority
5872,0.020679052639224545,2.07,Low,Low Priority
5873,0.020637123082508636,2.06,Low,Low Priority
5874,0.020605596372363574,2.06,Low,Low Priority
5875,0.020601528958010925,2.06,Low,Low Priority
5876,0.020567007295495886,2.06,Low,Low Priority
5877,0.020563254343196675,2.06,Low,Low Priority
5878,0.02055792644038961,2.06,Low,Low Priority
5879,0.020553522484664098,2.06,Low,Low Priority
5880,0.02052392512435838,2.05,Low,Low Priority
5881,0.02051562119921214,2.05,Low,Low Priority
5882,0.020471270123149157,2.05,Low,Low Priority
5883,0.02045955214898239,2.05,Low,Low Priority
5884,0.02043495526583208,2.04,Low,Low Priority
5885,0.020422590392756,2.04,Low,Low Priority
5886,0.020412981849961293,2.04,Low,Low Priority
5887,0.02039178328280781,2.04,Low,Low Priority
5888,0.020383982105767102,2.04,Low,Low Priority
5889,0.020379923659904566,2.04,Low,Low Priority
5890,0.02037991988080851,2.04,Low,Low Priority
5891,0.020371158151886212,2.04,Low,Low Priority
5892,0.020361150044404756,2.04,Low,Low Priority
5893,0.020359687557106952,2.04,Low,Low Priority
5894,0.020310906386623865,2.03,Low,Low Priority
5895,0.02029998650643261,2.03,Low,Low Priority
5896,0.02024370843669483,2.02,Low,Low Priority
5897,0.020143735900606644,2.01,Low,Low Priority
5898,0.020133063633724052,2.01,Low,Low Priority
5899,0.02005845290072665,2.01,Low,Low Priority
5900,0.020057212491396505,2.01,Low,Low Priority
5901,0.01999188133823714,2.0,Low,Low Priority
5902,0.019972799881351873,2.0,Low,Low Priority
5903,0.019960897673750696,2.0,Low,Low Priority
5904,0.019936302121169442,1.99,Low,Low Priority
5905,0.019929794081429916,1.99,Low,Low Priority
5906,0.019898669964760668,1.99,Low,Low Priority
5907,0.019890689983269722,1.99,Low,Low Priority
5908,0.01986812020897474,1.99,Low,Low Priority
5909,0.01985351430947895,1.99,Low,Low Priority
5910,0.01984712936905729,1.98,Low,Low Priority
5911,0.01983358615032671,1.98,Low,Low Priority
5912,0.019803895258938865,1.98,Low,Low Priority
5913,0.019787895555453933,1.98,Low,Low Priority
5914,0.019753466718476477,1.98,Low,Low Priority
5915,0.019715478440304864,1.97,Low,Low Priority
5916,0.01971366415648357,1.97,Low,Low Priority
5917,0.019705976537416747,1.97,Low,Low Priority
5918,0.019678864286089934,1.97,Low,Low Priority
5919,0.019611642886126622,1.96,Low,Low Priority
5920,0.019579482555743467,1.96,Low,Low Priority
5921,0.019493152366855608,1.95,Low,Low Priority
5922,0.019482155051873035,1.95,Low,Low Priority
5923,0.019463438377964715,1.95,Low,Low Priority
5924,0.019443983576414678,1.94,Low,Low Priority
5925,0.019402321626377627,1.94,Low,Low Priority
5926,0.019380736075148234,1.94,Low,Low Priority
5927,0.01936818934697278,1.94,Low,Low Priority
5928,0.019313394101481175,1.93,Low,Low Priority
5929,0.01930533010975554,1.93,Low,Low Priority
5930,0.019281066367400963,1.93,Low,Low Priority
5931,0.019258087502871016,1.93,Low,Low Priority
5932,0.019199603576938354,1.92,Low,Low Priority
5933,0.019132905570834337,1.91,Low,Low Priority
5934,0.01902856494301593,1.9,Low,Low Priority
5935,0.019004771718437816,1.9,Low,Low Priority
5936,0.018998674302336597,1.9,Low,Low Priority
5937,0.01894237675893258,1.89,Low,Low Priority
5938,0.018926600838505718,1.89,Low,Low Priority
5939,0.018922870288122787,1.89,Low,Low Priority
5940,0.01890478549602072,1.89,Low,Low Priority
5941,0.018891175920297196,1.89,Low,Low Priority
5942,0.018871231437821066,1.89,Low,Low Priority
5943,0.018845560831131845,1.88,Low,Low Priority
5944,0.018834286463499217,1.88,Low,Low Priority
5945,0.018820849233700386,1.88,Low,Low Priority
5946,0.01878330292983795,1.88,Low,Low Priority
5947,0.01878214743475835,1.88,Low,Low Priority
5948,0.018746048438681058,1.87,Low,Low Priority
5949,0.01872387566843882,1.87,Low,Low Priority
5950,0.01869122641872348,1.87,Low,Low Priority
5951,0.01866687625930197,1.87,Low,Low Priority
5952,0.01863355753524774,1.86,Low,Low Priority
5953,0.018611254060935785,1.86,Low,Low Priority
5954,0.018610961194616138,1.86,Low,Low Priority
5955,0.01855892806300814,1.86,Low,Low Priority
5956,0.018538917237824023,1.85,Low,Low Priority
5957,0.01850168047980128,1.85,Low,Low Priority
5958,0.018491375167312835,1.85,Low,Low Priority
5959,0.01848537929864064,1.85,Low,Low Priority
5960,0.01846175920346617,1.85,Low,Low Priority
5961,0.018457423376610157,1.85,Low,Low Priority
5962,0.01840780456988163,1.84,Low,Low Priority
5963,0.018387527178857294,1.84,Low,Low Priority
5964,0.018373264633458678,1.84,Low,Low Priority
5965,0.018367694069562842,1.84,Low,Low Priority
5966,0.018279157195282864,1.83,Low,Low Priority
5967,0.018268731812799335,1.83,Low,Low Priority
5968,0.01823787918990292,1.82,Low,Low Priority
5969,0.018209914753158744,1.82,Low,Low Priority
5970,0.018196893110045298,1.82,Low,Low Priority
5971,0.018196049648835127,1.82,Low,Low Priority
5972,0.0181596395498653,1.82,Low,Low Priority
5973,0.018155475116190055,1.82,Low,Low Priority
5974,0.01813493380481893,1.81,Low,Low Priority
5975,0.01811533787667848,1.81,Low,Low Priority
5976,0.018065041065758274,1.81,Low,Low Priority
5977,0.01806062490381349,1.81,Low,Low Priority
5978,0.018054622524647367,1.81,Low,Low Priority
5979,0.018034772864548673,1.8,Low,Low Priority
5980,0.018012740489513925,1.8,Low,Low Priority
5981,0.018011424316482814,1.8,Low,Low Priority
5982,0.017963843075925686,1.8,Low,Low Priority
5983,0.01792644254058973,1.79,Low,Low Priority
5984,0.017879100652977143,1.79,Low,Low Priority
5985,0.017846906666001198,1.78,Low,Low Priority
5986,0.01782873737928298,1.78,Low,Low Priority
5987,0.017818903960079985,1.78,Low,Low Priority
5988,0.01781036685024089,1.78,Low,Low Priority
5989,0.0177813943360901,1.78,Low,Low Priority
5990,0.017779026428791648,1.78,Low,Low Priority
5991,0.01777902460466061,1.78,Low,Low Priority
5992,0.017777696010234274,1.78,Low,Low Priority
5993,0.017753095946749033,1.78,Low,Low Priority
5994,0.017746829147889765,1.77,Low,Low Priority
5995,0.017738975382226806,1.77,Low,Low Priority
5996,0.017652677001119593,1.77,Low,Low Priority
5997,0.017643927273450304,1.76,Low,Low Priority
5998,0.01761930522797068,1.76,Low,Low Priority
5999,0.017588399777555244,1.76,Low,Low Priority
6000,0.017585131613462937,1.76,Low,Low Priority
6001,0.01751805355417673,1.75,Low,Low Priority
6002,0.01751275767181885,1.75,Low,Low Priority
6003,0.017508956490016433,1.75,Low,Low Priority
6004,0.017498064082843143,1.75,Low,Low Priority
6005,0.017497246590670996,1.75,Low,Low Priority
6006,0.017493689000787748,1.75,Low,Low Priority
6007,0.0174673345276764,1.75,Low,Low Priority
6008,0.01742539111553829,1.74,Low,Low Priority
6009,0.017397840895013464,1.74,Low,Low Priority
6010,0.01737407673762174,1.74,Low,Low Priority
6011,0.017366570881218846,1.74,Low,Low Priority
6012,0.01734338521818617,1.73,Low,Low Priority
6013,0.017343243064215197,1.73,Low,Low Priority
6014,0.017332142326153974,1.73,Low,Low Priority
6015,0.01728978770452246,1.73,Low,Low Priority
6016,0.017287465938282173,1.73,Low,Low Priority
6017,0.01728136897352627,1.73,Low,Low Priority
6018,0.017275459492643037,1.73,Low,Low Priority
6019,0.017260828410213695,1.73,Low,Low Priority
6020,0.017246931061431915,1.72,Low,Low Priority
6021,0.017233875846590366,1.72,Low,Low Priority
6022,0.017224120554468935,1.72,Low,Low Priority
6023,0.017218863269913065,1.72,Low,Low Priority
6024,0.017212954977435694,1.72,Low,Low Priority
6025,0.017164795227384122,1.72,Low,Low Priority
6026,0.017153918279054346,1.72,Low,Low Priority
6027,0.017140284987601142,1.71,Low,Low Priority
6028,0.017122508894908114,1.71,Low,Low Priority
6029,0.017112069215609257,1.71,Low,Low Priority
6030,0.017105809823830805,1.71,Low,Low Priority
6031,0.017059957409594668,1.71,Low,Low Priority
6032,0.01705727295515991,1.71,Low,Low Priority
6033,0.017036810774557737,1.7,Low,Low Priority
6034,0.016980680320297523,1.7,Low,Low Priority
6035,0.016977552502264945,1.7,Low,Low Priority
6036,0.016956398865792068,1.7,Low,Low Priority
6037,0.016939439510104147,1.69,Low,Low Priority
6038,0.016923005027163495,1.69,Low,Low Priority
6039,0.016921442783768562,1.69,Low,Low Priority
6040,0.0169115575990057,1.69,Low,Low Priority
6041,0.01691136264103693,1.69,Low,Low Priority
6042,0.016903433206088562,1.69,Low,Low Priority
6043,0.01685103982487675,1.69,Low,Low Priority
6044,0.016832502890785132,1.68,Low,Low Priority
6045,0.0168086192760058,1.68,Low,Low Priority
6046,0.016798037143373728,1.68,Low,Low Priority
6047,0.01679458260456638,1.68,Low,Low Priority
6048,0.016794242940516565,1.68,Low,Low Priority
6049,0.016779161821608334,1.68,Low,Low Priority
6050,0.016765677663577536,1.68,Low,Low Priority
6051,0.01674144685670129,1.67,Low,Low Priority
6052,0.016699923926328315,1.67,Low,Low Priority
6053,0.0166981509041454,1.67,Low,Low Priority
6054,0.016674121769912075,1.67,Low,Low Priority
6055,0.016658523990898854,1.67,Low,Low Priority
6056,0.016653446253965525,1.67,Low,Low Priority
6057,0.01663256450770585,1.66,Low,Low Priority
6058,0.016606351416258644,1.66,Low,Low Priority
6059,0.01659740739120482,1.66,Low,Low Priority
6060,0.016587187319612066,1.66,Low,Low Priority
6061,0.016586601918399415,1.66,Low,Low Priority
6062,0.01656465721387252,1.66,Low,Low Priority
6063,0.01651104738948284,1.65,Low,Low Priority
6064,0.016496061576575488,1.65,Low,Low Priority
6065,0.016471133641932617,1.65,Low,Low Priority
6066,0.016468669541330135,1.65,Low,Low Priority
6067,0.01645904176168806,1.65,Low,Low Priority
6068,0.01644484736834718,1.64,Low,Low Priority
6069,0.016444469516094348,1.64,Low,Low Priority
6070,0.016391202286241267,1.64,Low,Low Priority
6071,0.016387213865702015,1.64,Low,Low Priority
6072,0.01636981435720739,1.64,Low,Low Priority
6073,0.01636134588877901,1.64,Low,Low Priority
6074,0.016344094268958914,1.63,Low,Low Priority
6075,0.016311572682921983,1.63,Low,Low Priority
6076,0.016280762863109886,1.63,Low,Low Priority
6077,0.01627298561984426,1.63,Low,Low Priority
6078,0.016244497547564185,1.62,Low,Low Priority
6079,0.016218182270947002,1.62,Low,Low Priority
6080,0.016210467631950876,1.62,Low,Low Priority
6081,0.016204358644071444,1.62,Low,Low Priority
6082,0.01615723296708963,1.62,Low,Low Priority
6083,0.016147105431789998,1.61,Low,Low Priority
6084,0.01612144976927041,1.61,Low,Low Priority
6085,0.016116723690596222,1.61,Low,Low Priority
6086,0.016106971542858423,1.61,Low,Low Priority
6087,0.016096312768580916,1.61,Low,Low Priority
6088,0.016075089401652736,1.61,Low,Low Priority
6089,0.016057049167549242,1.61,Low,Low Priority
6090,0.016055582517995604,1.61,Low,Low Priority
6091,0.016049487958850497,1.6,Low,Low Priority
6092,0.01604798226112758,1.6,Low,Low Priority
6093,0.016039634842305993,1.6,Low,Low Priority
6094,0.016006556639215238,1.6,Low,Low Priority
6095,0.015996450852813288,1.6,Low,Low Priority
6096,0.015993797658135234,1.6,Low,Low Priority
6097,0.01597574927500513,1.6,Low,Low Priority
6098,0.015958523344157767,1.6,Low,Low Priority
6099,0.01595530829419422,1.6,Low,Low Priority
6100,0.015946294210527703,1.59,Low,Low Priority
6101,0.0159331947988308,1.59,Low,Low Priority
6102,0.015919139289407302,1.59,Low,Low Priority
6103,0.01590755785485222,1.59,Low,Low Priority
6104,0.015905571015407835,1.59,Low,Low Priority
6105,0.015897570662224983,1.59,Low,Low Priority
6106,0.01589295672063168,1.59,Low,Low Priority
6107,0.015891515446781263,1.59,Low,Low Priority
6108,0.015881127187628758,1.59,Low,Low Priority
6109,0.01587593923667098,1.59,Low,Low Priority
6110,0.015858397083793215,1.59,Low,Low Priority
6111,0.015854230620124345,1.59,Low,Low Priority
6112,0.01585202610927256,1.59,Low,Low Priority
6113,0.015818169474249084,1.58,Low,Low Priority
6114,0.015817804218646033,1.58,Low,Low Priority
6115,0.015811901177012328,1.58,Low,Low Priority
6116,0.015791643198265017,1.58,Low,Low Priority
6117,0.01578074771364045,1.58,Low,Low Priority
6118,0.01577797871366121,1.58,Low,Low Priority
6119,0.015771539866636933,1.58,Low,Low Priority
6120,0.015716230055809997,1.57,Low,Low Priority
6121,0.015699629341967326,1.57,Low,Low Priority
6122,0.015678366213104335,1.57,Low,Low Priority
6123,0.015677843726426124,1.57,Low,Low Priority
6124,0.015677234812967795,1.57,Low,Low Priority
6125,0.01563391708222655,1.56,Low,Low Priority
6126,0.01563321755149702,1.56,Low,Low Priority
6127,0.0156319933839844,1.56,Low,Low Priority
6128,0.01561503552464261,1.56,Low,Low Priority
6129,0.015606980742972416,1.56,Low,Low Priority
6130,0.015605339605481881,1.56,Low,Low Priority
6131,0.015604227410106968,1.56,Low,Low Priority
6132,0.015595619456593138,1.56,Low,Low Priority
6133,0.015591308478174451,1.56,Low,Low Priority
6134,0.015578654167991967,1.56,Low,Low Priority
6135,0.015571943585908566,1.56,Low,Low Priority
6136,0.015504135202070016,1.55,Low,Low Priority
6137,0.01549303207071535,1.55,Low,Low Priority
6138,0.01545792286295275,1.55,Low,Low Priority
6139,0.015429167265142481,1.54,Low,Low Priority
6140,0.015419718168108384,1.54,Low,Low Priority
6141,0.015336970061302052,1.53,Low,Low Priority
6142,0.015304248782025987,1.53,Low,Low Priority
6143,0.01527791985399793,1.53,Low,Low Priority
6144,0.015263096376175917,1.53,Low,Low Priority
6145,0.015257757850585618,1.53,Low,Low Priority
6146,0.015255589149056776,1.53,Low,Low Priority
6147,0.015241149236411015,1.52,Low,Low Priority
6148,0.01523251858813356,1.52,Low,Low Priority
6149,0.015226686885982884,1.52,Low,Low Priority
6150,0.015147968867073477,1.51,Low,Low Priority
6151,0.015118096219148983,1.51,Low,Low Priority
6152,0.015062434666458848,1.51,Low,Low Priority
6153,0.015034871576526668,1.5,Low,Low Priority
6154,0.014995022527412822,1.5,Low,Low Priority
6155,0.014969535564739438,1.5,Low,Low Priority
6156,0.01496052371133186,1.5,Low,Low Priority
6157,0.014959048813072038,1.5,Low,Low Priority
6158,0.014947098251207753,1.49,Low,Low Priority
6159,0.014915401203858744,1.49,Low,Low Priority
6160,0.014902516969478554,1.49,Low,Low Priority
6161,0.01489581204503094,1.49,Low,Low Priority
6162,0.014841458024509022,1.48,Low,Low Priority
6163,0.014802004963058314,1.48,Low,Low Priority
6164,0.014796678170724878,1.48,Low,Low Priority
6165,0.014789369623270284,1.48,Low,Low Priority
6166,0.014739873616164705,1.47,Low,Low Priority
6167,0.014737825506859096,1.47,Low,Low Priority
6168,0.014737019931783599,1.47,Low,Low Priority
6169,0.014636525781802053,1.46,Low,Low Priority
6170,0.014625022100179044,1.46,Low,Low Priority
6171,0.014569170071260473,1.46,Low,Low Priority
6172,0.014526835094276689,1.45,Low,Low Priority
6173,0.014521399387547219,1.45,Low,Low Priority
6174,0.014502760342404152,1.45,Low,Low Priority
6175,0.01446196373090889,1.45,Low,Low Priority
6176,0.014418256105804264,1.44,Low,Low Priority
6177,0.014408184372324682,1.44,Low,Low Priority
6178,0.014404281052571057,1.44,Low,Low Priority
6179,0.014403915510900974,1.44,Low,Low Priority
6180,0.014398707971597365,1.44,Low,Low Priority
6181,0.014391524810852442,1.44,Low,Low Priority
6182,0.014365773337574233,1.44,Low,Low Priority
6183,0.014340919204446427,1.43,Low,Low Priority
6184,0.014337762172269775,1.43,Low,Low Priority
6185,0.014337217013941242,1.43,Low,Low Priority
6186,0.01428665859169665,1.43,Low,Low Priority
6187,0.014225505002682451,1.42,Low,Low Priority
6188,0.014174551281661363,1.42,Low,Low Priority
6189,0.014108164340562208,1.41,Low,Low Priority
6190,0.014068292187140485,1.41,Low,Low Priority
6191,0.014052982376465347,1.41,Low,Low Priority
6192,0.014047329389199902,1.4,Low,Low Priority
6193,0.014038256182073985,1.4,Low,Low Priority
6194,0.01403115831458484,1.4,Low,Low Priority
6195,0.014021044703595307,1.4,Low,Low Priority
