gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerLifetimeValue,EstimatedAnnualRevenue,AverageMonthlySpend,ContractWeight,LoyaltyScore,TenureCategory,ServiceCount,RetentionScore,SupportUsageScore,InternetUsageCategory,HighValueCustomer,PremiumCustomer,CustomerValueScore,CustomerRiskScore
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,6716.75,1203.0,100.25,2,66.9,Loyal Customer,6,70.2,3,High-Speed Internet,1,1,78.47,27.18
Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,1435.5,1148.4,95.7,1,20.5,Developing Customer,5,34.0,2,High-Speed Internet,0,1,25.11,74.22
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,6241.05,1117.8,93.15,3,76.9,Loyal Customer,5,65.2,2,High-Speed Internet,1,1,77.49,13.76
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,3694.1,836.4,69.7,3,67.1,Loyal Customer,5,56.8,3,Standard Internet,0,0,58.38,20.79
Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,415.8,237.6,19.8,2,34.7,Developing Customer,1,17.6,0,No Internet Service,0,0,15.26,69.03
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,2854.0,856.2,71.35,1,38.0,Established Customer,5,49.0,3,Standard Internet,0,0,40.94,61.67
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,456.5,249.0,20.75,2,35.4,Developing Customer,1,18.2,0,No Internet Service,0,0,15.8,68.53
Male,0,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,1583.4,487.2,40.6,1,37.3,Established Customer,2,33.4,1,Standard Internet,0,0,25.71,73.42
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,918.0,244.8,20.4,2,51.5,Established Customer,1,32.0,0,No Internet Service,0,0,25.43,56.98
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,40.7,244.2,20.35,1,11.4,New Customer,1,6.2,0,No Internet Service,0,0,3.04,95.75
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,1125.75,237.0,19.75,3,69.9,Loyal Customer,1,39.2,0,No Internet Service,0,0,34.56,33.78
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,435.2,652.8,54.4,1,15.6,New Customer,2,14.8,0,Standard Internet,0,0,9.65,88.98
Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,662.9,1136.4,94.7,1,14.9,New Customer,5,29.2,2,High-Speed Internet,0,1,18.18,78.24
Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,183.0,366.0,30.5,1,14.2,New Customer,1,8.6,1,Standard Internet,0,0,5.08,93.74
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,143.15,245.4,20.45,1,14.9,New Customer,1,9.2,0,No Internet Service,0,0,5.14,93.24
Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,3241.35,793.8,66.15,3,64.3,Loyal Customer,4,49.4,1,Standard Internet,0,0,52.03,26.55
Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No,5840.25,1078.2,89.85,2,65.5,Loyal Customer,5,64.0,3,High-Speed Internet,1,0,70.24,31.94
Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,2477.75,540.6,45.05,2,58.5,Loyal Customer,1,38.0,0,Standard Internet,0,0,37.56,51.96
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,6166.35,1042.2,86.85,3,79.7,Loyal Customer,8,82.6,4,Standard Internet,1,0,85.76,0.5
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,3386.25,1161.0,96.75,1,34.5,Established Customer,6,51.0,4,High-Speed Internet,0,1,45.05,60.43
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,231.0,924.0,77.0,1,12.1,New Customer,2,11.8,0,High-Speed Internet,0,0,6.95,91.5
Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,221.1,241.2,20.1,1,17.7,New Customer,1,11.6,0,No Internet Service,0,0,6.81,91.23
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,75.3,903.6,75.3,1,10.7,New Customer,2,10.6,1,High-Speed Internet,0,0,5.44,92.5
Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,1813.05,1279.8,106.65,1,21.9,Developing Customer,7,45.2,4,High-Speed Internet,0,1,32.92,65.72
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,7930.8,1321.8,110.15,3,80.4,Loyal Customer,7,78.2,3,High-Speed Internet,1,1,93.88,3.75
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,2319.8,994.2,82.85,2,39.6,Established Customer,3,31.8,1,High-Speed Internet,0,0,33.51,58.02
Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,361.8,241.2,20.1,3,42.6,Developing Customer,1,15.8,0,No Internet Service,0,0,18.35,53.37
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,3968.0,1190.4,99.2,2,48.0,Established Customer,5,49.0,2,High-Speed Internet,1,1,51.76,44.49
Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,3091.4,713.4,59.45,1,46.4,Loyal Customer,3,46.2,1,Standard Internet,0,0,40.94,63.14
Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,2754.2,703.2,58.6,1,42.9,Established Customer,3,43.2,1,Standard Internet,0,0,37.47,65.65
Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,1143.1,596.4,49.7,1,26.1,Developing Customer,2,23.8,1,Standard Internet,0,0,18.31,81.45
Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,4346.1,790.2,65.85,3,76.2,Loyal Customer,5,64.6,4,Standard Internet,1,0,66.11,14.26
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,588.0,882.0,73.5,1,15.6,New Customer,2,14.8,0,High-Speed Internet,0,0,10.55,88.98
Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,4018.5,1026.0,85.5,1,42.9,Established Customer,3,43.2,1,High-Speed Internet,1,0,44.86,65.65
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,140.35,240.6,20.05,1,14.9,New Customer,1,9.2,0,No Internet Service,0,0,5.13,93.24
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,8069.15,1363.8,113.65,3,79.7,Loyal Customer,8,82.6,4,High-Speed Internet,1,1,96.89,0.5
Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,4170.0,1000.8,83.4,1,45.0,Loyal Customer,4,50.0,2,High-Speed Internet,1,0,49.15,60.39
Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,3019.9,787.8,65.65,3,62.2,Established Customer,5,52.6,4,Standard Internet,0,0,52.33,24.31
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,70.4,844.8,70.4,1,10.7,New Customer,1,5.6,0,High-Speed Internet,0,0,2.91,96.25
Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,4049.1,736.2,61.35,3,76.2,Loyal Customer,5,64.6,3,Standard Internet,1,0,64.37,14.26
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,3607.8,1030.8,85.9,1,39.4,Established Customer,4,45.2,2,High-Speed Internet,0,0,43.45,64.41
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,378.25,907.8,75.65,1,13.5,New Customer,2,13.0,1,High-Speed Internet,0,0,8.42,90.49
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,348.25,597.0,49.75,2,24.9,New Customer,2,14.2,1,Standard Internet,0,0,13.15,72.31
Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,2056.1,850.8,70.9,2,40.3,Established Customer,5,42.4,2,Standard Internet,0,0,37.26,50.02
Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,1345.95,598.2,49.85,1,28.9,Established Customer,2,26.2,1,Standard Internet,0,0,20.7,79.44
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,1129.5,903.6,75.3,1,20.5,Developing Customer,2,19.0,1,High-Speed Internet,0,0,15.82,85.47
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,502.5,241.2,20.1,3,47.5,Established Customer,1,20.0,0,No Internet Service,0,0,21.28,49.85
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,1034.0,1128.0,94.0,1,17.7,New Customer,4,26.6,0,High-Speed Internet,0,1,19.06,79.98
Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,5873.85,1236.6,103.05,1,49.9,Loyal Customer,7,69.2,4,High-Speed Internet,1,1,68.72,45.63
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,7929.45,1420.2,118.35,2,66.9,Loyal Customer,8,80.2,4,High-Speed Internet,1,1,90.56,19.68
Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,4685.9,1196.4,99.7,1,42.9,Established Customer,5,53.2,1,High-Speed Internet,1,1,53.76,58.15
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,1064.7,982.8,81.9,1,19.1,Developing Customer,2,17.8,0,High-Speed Internet,0,0,14.84,86.47
Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,243.6,365.4,30.45,1,15.6,New Customer,1,9.8,1,Standard Internet,0,0,6.03,92.73
Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,4228.4,1153.2,96.1,1,40.8,Established Customer,4,46.4,0,High-Speed Internet,1,1,47.68,63.41
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,4700.2,794.4,66.2,2,69.7,Loyal Customer,4,62.6,1,Standard Internet,1,0,62.88,32.68
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,2502.0,1251.0,104.25,1,26.8,Developing Customer,6,44.4,2,High-Speed Internet,0,1,36.56,65.95
Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,1203.0,962.4,80.2,1,20.5,Developing Customer,3,24.0,1,High-Speed Internet,0,0,18.75,81.72
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,19.75,237.0,19.75,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.62,96.25
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,145.2,871.2,72.6,1,11.4,New Customer,2,11.2,0,High-Speed Internet,0,0,6.15,92.0
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,6407.5,1398.0,116.5,1,48.5,Loyal Customer,8,73.0,4,High-Speed Internet,1,1,73.74,42.88
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,7582.8,1281.6,106.8,3,79.7,Loyal Customer,6,72.6,2,High-Speed Internet,1,1,89.04,8.0
Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,1247.5,299.4,24.95,3,65.0,Loyal Customer,2,40.0,0,No Internet Service,0,0,35.67,33.55
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,89.25,1071.0,89.25,1,10.7,New Customer,3,15.6,0,High-Speed Internet,0,0,8.02,88.75
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,96.25,231.0,19.25,1,13.5,New Customer,1,8.0,0,No Internet Service,0,0,4.27,94.24
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,6900.3,1254.6,104.55,2,66.2,Loyal Customer,7,74.6,4,High-Speed Internet,1,1,81.74,23.94
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,4272.8,1046.4,87.2,2,54.3,Loyal Customer,7,64.4,4,Standard Internet,1,0,61.25,32.47
Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,92.25,369.0,30.75,1,12.1,New Customer,1,6.8,1,Standard Internet,0,0,3.64,95.25
Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,1696.2,308.4,25.7,2,66.2,Loyal Customer,2,49.6,0,No Internet Service,0,0,38.81,42.69
Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,948.2,1034.4,86.2,1,17.7,New Customer,3,21.6,0,High-Speed Internet,0,0,16.06,83.73
Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,842.8,361.2,30.1,1,29.6,Established Customer,1,21.8,1,Standard Internet,0,0,15.56,82.69
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,6457.75,1192.2,99.35,3,75.5,Loyal Customer,6,69.0,3,High-Speed Internet,1,1,80.66,11.02
Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,1190.4,230.4,19.2,3,73.4,Loyal Customer,1,42.2,0,No Internet Service,0,0,36.45,31.27
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,40.2,241.2,20.1,1,11.4,New Customer,1,6.2,0,No Internet Service,0,0,3.04,95.75
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,40.7,244.2,20.35,1,11.4,New Customer,1,6.2,0,No Internet Service,0,0,3.04,95.75
Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,1410.75,307.8,25.65,3,68.5,Loyal Customer,2,43.0,0,No Internet Service,0,0,38.13,31.04
Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,3876.55,1134.6,94.55,1,38.7,Established Customer,4,44.6,1,High-Speed Internet,1,1,44.72,64.91
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,1771.4,1250.4,104.2,1,21.9,Developing Customer,6,40.2,2,High-Speed Internet,0,1,30.18,69.47
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,2832.0,1132.8,94.4,2,41.0,Established Customer,4,38.0,1,High-Speed Internet,0,1,39.6,53.26
Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,953.7,673.2,56.1,2,31.9,Developing Customer,3,25.2,2,Standard Internet,0,0,22.2,63.54
Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,1092.0,819.0,68.25,3,41.2,Developing Customer,5,34.6,3,Standard Internet,0,0,32.01,39.37
Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,1782.0,297.0,24.75,3,80.4,Loyal Customer,2,53.2,0,No Internet Service,0,0,45.42,22.5
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,686.25,915.0,76.25,1,16.3,New Customer,2,15.4,0,High-Speed Internet,0,0,11.42,88.48
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,74.35,892.2,74.35,1,10.7,New Customer,2,10.6,1,High-Speed Internet,0,0,5.43,92.5
Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No,1245.45,649.8,54.15,1,26.1,Developing Customer,3,28.8,2,Standard Internet,0,0,21.41,77.7
Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,155.6,233.4,19.45,1,15.6,New Customer,1,9.8,0,No Internet Service,0,0,5.52,92.73
Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,664.05,419.4,34.95,1,23.3,Developing Customer,2,21.4,2,Standard Internet,0,0,14.31,83.46
Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,375.55,643.8,53.65,1,14.9,New Customer,3,19.2,1,Standard Internet,0,0,11.5,85.74
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,69.65,835.8,69.65,1,10.7,New Customer,1,5.6,0,High-Speed Internet,0,0,2.91,96.25
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,No,6344.0,1248.0,104.0,2,62.7,Loyal Customer,6,66.6,2,High-Speed Internet,1,1,74.48,30.2
Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,No,4009.95,844.2,70.35,3,69.9,Loyal Customer,5,59.2,3,Standard Internet,1,0,61.43,18.78
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Yes,727.2,969.6,80.8,1,16.3,New Customer,2,15.4,0,High-Speed Internet,0,0,11.66,88.48
Male,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,No,972.75,778.2,64.85,2,30.5,Developing Customer,4,29.0,2,Standard Internet,0,0,24.21,60.8
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,19.65,235.8,19.65,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.61,96.25
Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,No,550.8,550.8,45.9,1,18.4,New Customer,1,12.2,0,Standard Internet,0,0,9.04,90.73
Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,No,1080.0,240.0,20.0,3,67.8,Loyal Customer,1,37.4,0,No Internet Service,0,0,33.39,35.29
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,No,179.2,537.6,44.8,1,12.8,New Customer,1,7.4,0,Standard Internet,0,0,4.45,94.74
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Yes,562.1,963.6,80.3,1,14.9,New Customer,2,14.2,0,High-Speed Internet,0,0,10.09,89.49
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,No,407.0,244.2,20.35,2,34.0,Developing Customer,1,17.0,0,No Internet Service,0,0,14.91,69.54
Female,0,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,No,1190.8,549.6,45.8,1,28.2,Established Customer,3,30.6,2,Standard Internet,0,0,22.0,76.2
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,3027.6,1009.2,84.1,1,35.2,Established Customer,3,36.6,0,High-Speed Internet,0,0,35.75,71.17
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,No,5774.35,1307.4,108.95,2,57.1,Loyal Customer,7,66.8,3,High-Speed Internet,1,1,71.24,30.46
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes,208.05,832.2,69.35,1,12.1,New Customer,4,21.8,1,Standard Internet,0,0,11.82,84.0
Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,No,4375.8,772.2,64.35,3,77.6,Loyal Customer,6,70.8,4,Standard Internet,1,0,69.38,9.51
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No,6537.6,1089.6,90.8,3,80.4,Loyal Customer,8,83.2,4,Standard Internet,1,1,88.23,0.0
Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,No,299.4,299.4,24.95,2,28.4,New Customer,2,17.2,0,No Internet Service,0,0,14.37,69.8
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,2706.4,955.2,79.6,1,33.8,Established Customer,3,35.4,1,High-Speed Internet,0,0,33.27,72.18
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,No,5759.6,1016.4,84.7,3,77.6,Loyal Customer,4,60.8,2,High-Speed Internet,1,0,72.48,17.01
Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,No,3540.0,849.6,70.8,2,55.0,Loyal Customer,5,55.0,3,Standard Internet,0,0,52.27,39.47
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,36.45,437.4,36.45,1,10.7,New Customer,1,5.6,0,Standard Internet,0,0,2.71,96.25
Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,No,4280.4,1252.8,104.4,1,38.7,Established Customer,6,54.6,2,High-Speed Internet,1,1,52.08,57.41
